content,score,label,text_clean,text_StopWord,text_tokens,text_steamindo
Bagus juga gamenya. Tolong tambah juga kapasitas resinnya jadi 200 dan refreshnya 5 menit. Terimakasih,4,Positif,bagus juga gamenya tolong tambah juga kapasitas resinnya jadi  dan refreshnya  menit terimakasih,bagus gamenya tolong kapasitas resinnya refreshnya menit terimakasih,"['bagus', 'gamenya', 'tolong', 'kapasitas', 'resinnya', 'refreshnya', 'menit', 'terimakasih']",bagus gamenya tolong kapasitas resin refreshnya menit terimakasih
Game ini sangat bagus dengan map yg sangat luas dan kita sebagai pemain bebas menjelajahi mapnya dan banyaknya teka teki dan pemandangan yang sangat bagus dan event-event menarik setiap saat,5,Positif,game ini sangat bagus dengan map yg sangat luas dan kita sebagai pemain bebas menjelajahi mapnya dan banyaknya teka teki dan pemandangan yang sangat bagus dan eventevent menarik setiap saat,game bagus map yg luas pemain bebas menjelajahi mapnya banyaknya teka teki pemandangan bagus eventevent menarik,"['game', 'bagus', 'map', 'yg', 'luas', 'pemain', 'bebas', 'menjelajahi', 'mapnya', 'banyaknya', 'teka', 'teki', 'pemandangan', 'bagus', 'eventevent', 'menarik']",game bagus map yg luas main bebas jajah map banyak teka teki pandang bagus eventevent tarik
Game nya bagus sih tapi masih ada bug di game ini misalnya level seketika ngebug gk bisa di anaikin lagi level nya sama ada bug musuh nya gk bisa di hit,4,Positif,game nya bagus sih tapi masih ada bug di game ini misalnya level seketika ngebug gk bisa di anaikin lagi level nya sama ada bug musuh nya gk bisa di hit,game nya bagus sih bug game level ngebug gk anaikin level nya bug musuh nya gk hit,"['game', 'nya', 'bagus', 'sih', 'bug', 'game', 'level', 'ngebug', 'gk', 'anaikin', 'level', 'nya', 'bug', 'musuh', 'nya', 'gk', 'hit']",game nya bagus sih bug game level ngebug gk anaikin level nya bug musuh nya gk hit
"Dear team, Gamenya sudah bagus, tapi untuk map kedepannya, tolong jangan expand map gurun saja, terkadang explore gurun bikin mual/pusing. Thank you🫶",5,Positif,dear team gamenya sudah bagus tapi untuk map kedepannya tolong jangan expand map gurun saja terkadang explore gurun bikin mualpusing thank you,dear team gamenya bagus map kedepannya tolong expand map gurun terkadang explore gurun bikin mualpusing thank you,"['dear', 'team', 'gamenya', 'bagus', 'map', 'kedepannya', 'tolong', 'expand', 'map', 'gurun', 'terkadang', 'explore', 'gurun', 'bikin', 'mualpusing', 'thank', 'you']",dear team gamenya bagus map depan tolong expand map gurun terkadang explore gurun bikin mualpusing thank you
Game bagus yang memiliki pemandangan bagus dan story menarik tapi kadang lag tapi overall game bagus direkomendasikan,5,Positif,game bagus yang memiliki pemandangan bagus dan story menarik tapi kadang lag tapi overall game bagus direkomendasikan,game bagus memiliki pemandangan bagus story menarik kadang lag overall game bagus direkomendasikan,"['game', 'bagus', 'memiliki', 'pemandangan', 'bagus', 'story', 'menarik', 'kadang', 'lag', 'overall', 'game', 'bagus', 'direkomendasikan']",game bagus milik pandang bagus story tarik kadang lag overall game bagus rekomendasi
"game nya bagus untuk grafik,karakter,dll. tapi ping nya yg ga bagus psti kalo main pingnya warna kuning. tpi its okay lah gpp, dan sy request yaitu:: 1. Bisa langsung skip cutscene/dialog karna terkadang mungkin aj kyk males mo liatin cutscene ato dialog yg lama dn bosenin. 2. Di genshin impact ada yg nama ny elemen dan elemen nya itu ada 7. nah jdi sy mau ditambah elemen tanah. itu aja sih, -Maudy",4,Positif,game nya bagus untuk grafikkarakterdll tapi ping nya yg ga bagus psti kalo main pingnya warna kuning tpi its okay lah gpp dan sy request yaitu  bisa langsung skip cutscenedialog karna terkadang mungkin aj kyk males mo liatin cutscene ato dialog yg lama dn bosenin  di genshin impact ada yg nama ny elemen dan elemen nya itu ada  nah jdi sy mau ditambah elemen tanah itu aja sih maudy,game nya bagus grafikkarakterdll ping nya yg ga bagus psti kalo main pingnya warna kuning tpi its okay gpp sy request langsung skip cutscenedialog karna terkadang aj kyk males mo liatin cutscene ato dialog yg dn bosenin genshin impact yg nama ny elemen elemen nya jdi sy ditambah elemen tanah aja sih maudy,"['game', 'nya', 'bagus', 'grafikkarakterdll', 'ping', 'nya', 'yg', 'ga', 'bagus', 'psti', 'kalo', 'main', 'pingnya', 'warna', 'kuning', 'tpi', 'its', 'okay', 'gpp', 'sy', 'request', 'langsung', 'skip', 'cutscenedialog', 'karna', 'terkadang', 'aj', 'kyk', 'males', 'mo', 'liatin', 'cutscene', 'ato', 'dialog', 'yg', 'dn', 'bosenin', 'genshin', 'impact', 'yg', 'nama', 'ny', 'elemen', 'elemen', 'nya', 'jdi', 'sy', 'ditambah', 'elemen', 'tanah', 'aja', 'sih', 'maudy']",game nya bagus grafikkarakterdll ping nya yg ga bagus psti kalo main pingnya warna kuning tpi its okay gpp sy request langsung skip cutscenedialog karna terkadang aj kyk males mo liatin cutscene ato dialog yg dn bosenin genshin impact yg nama ny elemen elemen nya jdi sy tambah elemen tanah aja sih maudy
"Woii Mihoyo !! Kalau Bikin Game Yang Ngotak Dikit !!, Masa Gue Main Game Genius Invokation Kebagian Serang Ke 2 Mulu Sampai 9 Ronde, Gak Ada Kata Adilnya Sama Sekali, Kalau Bisa Setiap Ronde Itu Serangnya Duluannya Silih Bergilir, Itu Baru Adil, Dan Juga Buatkan Rank/Peringkat (Player) Masa Main Game Genius Invokation Gak Dapat Apa Apa Sama Sekali, Setidaknya Di Kasih Peringkat, Kalau Sudah Di Perbaiki Sistem Serangan Duluan Silih Bergilir (Biar Adil) Baru Gue Kasih Bintang 5 Lagi, Terima Kasih",1,Negatif,woii mihoyo  kalau bikin game yang ngotak dikit  masa gue main game genius invokation kebagian serang ke  mulu sampai  ronde gak ada kata adilnya sama sekali kalau bisa setiap ronde itu serangnya duluannya silih bergilir itu baru adil dan juga buatkan rankperingkat player masa main game genius invokation gak dapat apa apa sama sekali setidaknya di kasih peringkat kalau sudah di perbaiki sistem serangan duluan silih bergilir biar adil baru gue kasih bintang  lagi terima kasih,woii mihoyo bikin game ngotak dikit gue main game genius invokation kebagian serang mulu ronde gak adilnya ronde serangnya duluannya silih bergilir adil buatkan rankperingkat player main game genius invokation gak kasih peringkat perbaiki sistem serangan duluan silih bergilir biar adil gue kasih bintang terima kasih,"['woii', 'mihoyo', 'bikin', 'game', 'ngotak', 'dikit', 'gue', 'main', 'game', 'genius', 'invokation', 'kebagian', 'serang', 'mulu', 'ronde', 'gak', 'adilnya', 'ronde', 'serangnya', 'duluannya', 'silih', 'bergilir', 'adil', 'buatkan', 'rankperingkat', 'player', 'main', 'game', 'genius', 'invokation', 'gak', 'kasih', 'peringkat', 'perbaiki', 'sistem', 'serangan', 'duluan', 'silih', 'bergilir', 'biar', 'adil', 'gue', 'kasih', 'bintang', 'terima', 'kasih']",woii mihoyo bikin game ngotak dikit gue main game genius invokation bagi serang mulu ronde gak adil ronde serang duluannya silih gilir adil buat rankperingkat player main game genius invokation gak kasih peringkat baik sistem serang duluan silih gilir biar adil gue kasih bintang terima kasih
"dari pengalaman saya selama bermain genshin aman"" aja, story udh bagus, grafik udh bagus, VA chara udh bagus, dan dll. tpi mungkin lebih baik genshin agak kecilin sedikit buat datanya, meski ada fitur hapus quest terdahulu tetap saja kurang karna orang"" mungkin punya lebih dri 1 akun, dan jga tolong hoyoverse buat chara b4 maupun b5 bisa di ajak ngobrol selain di quest story masing"" quest archon dan teapot",5,Positif,dari pengalaman saya selama bermain genshin aman aja story udh bagus grafik udh bagus va chara udh bagus dan dll tpi mungkin lebih baik genshin agak kecilin sedikit buat datanya meski ada fitur hapus quest terdahulu tetap saja kurang karna orang mungkin punya lebih dri  akun dan jga tolong hoyoverse buat chara b maupun b bisa di ajak ngobrol selain di quest story masing quest archon dan teapot,pengalaman bermain genshin aman aja story udh bagus grafik udh bagus va chara udh bagus dll tpi genshin kecilin datanya fitur hapus quest karna orang dri akun jga tolong hoyoverse chara b b ajak ngobrol quest story quest archon teapot,"['pengalaman', 'bermain', 'genshin', 'aman', 'aja', 'story', 'udh', 'bagus', 'grafik', 'udh', 'bagus', 'va', 'chara', 'udh', 'bagus', 'dll', 'tpi', 'genshin', 'kecilin', 'datanya', 'fitur', 'hapus', 'quest', 'karna', 'orang', 'dri', 'akun', 'jga', 'tolong', 'hoyoverse', 'chara', 'b', 'b', 'ajak', 'ngobrol', 'quest', 'story', 'quest', 'archon', 'teapot']",alam main genshin aman aja story udh bagus grafik udh bagus va chara udh bagus dll tpi genshin kecilin data fitur hapus quest karna orang dri akun jga tolong hoyoverse chara b b ajak ngobrol quest story quest archon teapot
Game nya bagus banget! Aku suka sma ceritanya menarik! Dan karakternya juga cantik dan aku suka detail yg dibuat oleh developer hoyovers! Semangat yakk,5,Positif,game nya bagus banget aku suka sma ceritanya menarik dan karakternya juga cantik dan aku suka detail yg dibuat oleh developer hoyovers semangat yakk,game nya bagus banget suka sma ceritanya menarik karakternya cantik suka detail yg developer hoyovers semangat yakk,"['game', 'nya', 'bagus', 'banget', 'suka', 'sma', 'ceritanya', 'menarik', 'karakternya', 'cantik', 'suka', 'detail', 'yg', 'developer', 'hoyovers', 'semangat', 'yakk']",game nya bagus banget suka sma cerita tarik karakter cantik suka detail yg developer hoyovers semangat yakk
Game kesukaan dari dulu ping lancar game lancar grafik tinggi lancar gk ngebosenin saran aja mudahin gacha nya susah bngt dapetin hero yg bagus karna susah buat dapetin core buat gacha nya,5,Positif,game kesukaan dari dulu ping lancar game lancar grafik tinggi lancar gk ngebosenin saran aja mudahin gacha nya susah bngt dapetin hero yg bagus karna susah buat dapetin core buat gacha nya,game kesukaan ping lancar game lancar grafik lancar gk ngebosenin saran aja mudahin gacha nya susah bngt dapetin hero yg bagus karna susah dapetin core gacha nya,"['game', 'kesukaan', 'ping', 'lancar', 'game', 'lancar', 'grafik', 'lancar', 'gk', 'ngebosenin', 'saran', 'aja', 'mudahin', 'gacha', 'nya', 'susah', 'bngt', 'dapetin', 'hero', 'yg', 'bagus', 'karna', 'susah', 'dapetin', 'core', 'gacha', 'nya']",game suka ping lancar game lancar grafik lancar gk ngebosenin saran aja mudahin gacha nya susah bngt dapetin hero yg bagus karna susah dapetin core gacha nya
"Dapat explore dunia secara bebas dan mapnya pun luas, tema game berorientasi elemental.",5,Positif,dapat explore dunia secara bebas dan mapnya pun luas tema game berorientasi elemental,explore dunia bebas mapnya luas tema game berorientasi elemental,"['explore', 'dunia', 'bebas', 'mapnya', 'luas', 'tema', 'game', 'berorientasi', 'elemental']",explore dunia bebas map luas tema game orientasi elemental
"Bagus banget!!! Dari grafik nya, alur cerita, sampai ke character nya tuh keren semuaaa!!,, walau kadang ngelag dikit tp gpp aku tetap suka,, dan walau game terberat didunia aku ga peduli yang penting aku bisa mainin ni game!!...Hahah bahkan aku mempunyai husbu di game ini😂😂",5,Positif,bagus banget dari grafik nya alur cerita sampai ke character nya tuh keren semuaaa walau kadang ngelag dikit tp gpp aku tetap suka dan walau game terberat didunia aku ga peduli yang penting aku bisa mainin ni gamehahah bahkan aku mempunyai husbu di game ini,bagus banget grafik nya alur cerita character nya tuh keren semuaaa kadang ngelag dikit tp gpp suka game terberat didunia ga peduli mainin ni gamehahah husbu game,"['bagus', 'banget', 'grafik', 'nya', 'alur', 'cerita', 'character', 'nya', 'tuh', 'keren', 'semuaaa', 'kadang', 'ngelag', 'dikit', 'tp', 'gpp', 'suka', 'game', 'terberat', 'didunia', 'ga', 'peduli', 'mainin', 'ni', 'gamehahah', 'husbu', 'game']",bagus banget grafik nya alur cerita character nya tuh keren semuaaa kadang ngelag dikit tp gpp suka game berat dunia ga peduli mainin ni gamehahah husbu game
"overall ini game nya bagus,story nya juga ga ngebosenin,grafik juga hd, intinya seru bngt dah",5,Positif,overall ini game nya bagusstory nya juga ga ngeboseningrafik juga hd intinya seru bngt dah,overall game nya bagusstory nya ga ngeboseningrafik hd intinya seru bngt dah,"['overall', 'game', 'nya', 'bagusstory', 'nya', 'ga', 'ngeboseningrafik', 'hd', 'intinya', 'seru', 'bngt', 'dah']",overall game nya bagusstory nya ga ngeboseningrafik hd inti seru bngt dah
"Lama lama game ini ngebosenin karena event event gajelas , gacha artefak yang susah, level up karakter yang sangat sulit , saya belum sama sekali menyelesaikan map gurun sumeru, terlalu membosankan jika harus menjelajah menggunakan karakter lama.",1,Negatif,lama lama game ini ngebosenin karena event event gajelas  gacha artefak yang susah level up karakter yang sangat sulit  saya belum sama sekali menyelesaikan map gurun sumeru terlalu membosankan jika harus menjelajah menggunakan karakter lama,game ngebosenin event event gajelas gacha artefak susah level up karakter sulit menyelesaikan map gurun sumeru membosankan menjelajah karakter,"['game', 'ngebosenin', 'event', 'event', 'gajelas', 'gacha', 'artefak', 'susah', 'level', 'up', 'karakter', 'sulit', 'menyelesaikan', 'map', 'gurun', 'sumeru', 'membosankan', 'menjelajah', 'karakter']",game ngebosenin event event gajelas gacha artefak susah level up karakter sulit selesai map gurun sumeru bosan jelajah karakter
"Yah pengalamannya bagus, hanya sistem gachanya yg kadang bikin banting hp. Saran saya lebih baik ditambahkan fitur bertarung dengan pemain lain pada mode coop. Maksudnya ayolah, kalau anda tidak ingin memberikan konten kekerasan yang signifikan, bukannya di game ini sudah kentara sekali konten keserakahan manusia pada lingkungan hidupnya? Kalau begitu mending sekalian saja ada fitur duel ya kan",5,Positif,yah pengalamannya bagus hanya sistem gachanya yg kadang bikin banting hp saran saya lebih baik ditambahkan fitur bertarung dengan pemain lain pada mode coop maksudnya ayolah kalau anda tidak ingin memberikan konten kekerasan yang signifikan bukannya di game ini sudah kentara sekali konten keserakahan manusia pada lingkungan hidupnya kalau begitu mending sekalian saja ada fitur duel ya kan,yah pengalamannya bagus sistem gachanya yg kadang bikin banting hp saran fitur bertarung pemain mode coop maksudnya ayolah konten kekerasan signifikan game kentara konten keserakahan manusia lingkungan hidupnya mending fitur duel ya,"['yah', 'pengalamannya', 'bagus', 'sistem', 'gachanya', 'yg', 'kadang', 'bikin', 'banting', 'hp', 'saran', 'fitur', 'bertarung', 'pemain', 'mode', 'coop', 'maksudnya', 'ayolah', 'konten', 'kekerasan', 'signifikan', 'game', 'kentara', 'konten', 'keserakahan', 'manusia', 'lingkungan', 'hidupnya', 'mending', 'fitur', 'duel', 'ya']",yah alam bagus sistem gachanya yg kadang bikin banting hp saran fitur tarung main mode coop maksud ayo konten keras signifikan game kentara konten serakah manusia lingkung hidup mending fitur duel ya
Gamenya sangat bagus. Tapi untuk masalah jaringan mungkin bisa lebih dioptimalkan lagi karena pas saya main sering ping merah. Dan selebihnya sudah bagus. 👍,5,Positif,gamenya sangat bagus tapi untuk masalah jaringan mungkin bisa lebih dioptimalkan lagi karena pas saya main sering ping merah dan selebihnya sudah bagus ,gamenya bagus jaringan dioptimalkan pas main ping merah selebihnya bagus,"['gamenya', 'bagus', 'jaringan', 'dioptimalkan', 'pas', 'main', 'ping', 'merah', 'selebihnya', 'bagus']",gamenya bagus jaring optimal pas main ping merah lebih bagus
Bagus banget untuk animasi (cutscene) Map nya luas banget jadi explore terus Ya intinya ini udah bagus lah Keep it up,5,Positif,bagus banget untuk animasi cutscene map nya luas banget jadi explore terus ya intinya ini udah bagus lah keep it up,bagus banget animasi cutscene map nya luas banget explore ya intinya udah bagus keep it up,"['bagus', 'banget', 'animasi', 'cutscene', 'map', 'nya', 'luas', 'banget', 'explore', 'ya', 'intinya', 'udah', 'bagus', 'keep', 'it', 'up']",bagus banget animasi cutscene map nya luas banget explore ya inti udah bagus keep it up
"Overall udah bagus ,cuman sedikit saran dari saya untuk menambahkan konten yang lebih seru lagi agar player tidak bosan ya~",5,Positif,overall udah bagus cuman sedikit saran dari saya untuk menambahkan konten yang lebih seru lagi agar player tidak bosan ya,overall udah bagus cuman saran konten seru player bosan ya,"['overall', 'udah', 'bagus', 'cuman', 'saran', 'konten', 'seru', 'player', 'bosan', 'ya']",overall udah bagus cuman saran konten seru player bosan ya
"Update 2.7 sudah tidak ada kendali lagi.. walaupun saya sering agak ngebug ,tapi sudah bagus,,semoga game nya makin maju dan laris👍",5,Positif,update  sudah tidak ada kendali lagi walaupun saya sering agak ngebug tapi sudah bagussemoga game nya makin maju dan laris,update kendali ngebug bagussemoga game nya maju laris,"['update', 'kendali', 'ngebug', 'bagussemoga', 'game', 'nya', 'maju', 'laris']",update kendali ngebug bagussemoga game nya maju laris
"Visualisasi, game play, dan karakter semua sudah bagus. Bug nya udah diperbaiki juga",5,Positif,visualisasi game play dan karakter semua sudah bagus bug nya udah diperbaiki juga,visualisasi game play karakter bagus bug nya udah diperbaiki,"['visualisasi', 'game', 'play', 'karakter', 'bagus', 'bug', 'nya', 'udah', 'diperbaiki']",visualisasi game play karakter bagus bug nya udah baik
Tolong hilangkan black screen nya ya Soalnya saya tidak bisa melihat apa apa bahkan dunia sama karakternya jadi warna hitam,1,Negatif,tolong hilangkan black screen nya ya soalnya saya tidak bisa melihat apa apa bahkan dunia sama karakternya jadi warna hitam,tolong hilangkan black screen nya ya dunia karakternya warna hitam,"['tolong', 'hilangkan', 'black', 'screen', 'nya', 'ya', 'dunia', 'karakternya', 'warna', 'hitam']",tolong hilang black screen nya ya dunia karakter warna hitam
"Masalah jaringan semakin menjadi-jadi, dimohon untuk diadakan pemeliharaan server secara berkala dengan tidak melakukan maintenance yang terlalu sering.",5,Positif,masalah jaringan semakin menjadijadi dimohon untuk diadakan pemeliharaan server secara berkala dengan tidak melakukan maintenance yang terlalu sering,jaringan menjadijadi dimohon diadakan pemeliharaan server berkala maintenance,"['jaringan', 'menjadijadi', 'dimohon', 'diadakan', 'pemeliharaan', 'server', 'berkala', 'maintenance']",jaring menjadijadi mohon ada pelihara server kala maintenance
"Alur cerita yg seru , Pertualangan yg memuaskan dan gameplay animasi pertempuran yg bagus. Semangat mihoyo untuk mengembangkan game ini, Kalau bisa berikan kami sebuah teori supaya cerita di game ini sgt seru.",5,Positif,alur cerita yg seru  pertualangan yg memuaskan dan gameplay animasi pertempuran yg bagus semangat mihoyo untuk mengembangkan game ini kalau bisa berikan kami sebuah teori supaya cerita di game ini sgt seru,alur cerita yg seru pertualangan yg memuaskan gameplay animasi pertempuran yg bagus semangat mihoyo mengembangkan game teori cerita game sgt seru,"['alur', 'cerita', 'yg', 'seru', 'pertualangan', 'yg', 'memuaskan', 'gameplay', 'animasi', 'pertempuran', 'yg', 'bagus', 'semangat', 'mihoyo', 'mengembangkan', 'game', 'teori', 'cerita', 'game', 'sgt', 'seru']",alur cerita yg seru tualang yg muas gameplay animasi tempur yg bagus semangat mihoyo kembang game teori cerita game sgt seru
"Bagus, gamenya keren dan menarik apalagi alur cerita di setiap karakternya. Aku kasih bintang 4 dlu soalnya nih game kenapa kadang suka keluar sendiri, trs pas aku jalanin quest archon itu kok loadingnya lama dan itu gk muncul² gtu gambarnya. Jadi ya gitu segini dlu🙏",4,Positif,bagus gamenya keren dan menarik apalagi alur cerita di setiap karakternya aku kasih bintang  dlu soalnya nih game kenapa kadang suka keluar sendiri trs pas aku jalanin quest archon itu kok loadingnya lama dan itu gk muncul gtu gambarnya jadi ya gitu segini dlu,bagus gamenya keren menarik alur cerita karakternya kasih bintang dlu nih game kadang suka trs pas jalanin quest archon loadingnya gk muncul gtu gambarnya ya gitu segini dlu,"['bagus', 'gamenya', 'keren', 'menarik', 'alur', 'cerita', 'karakternya', 'kasih', 'bintang', 'dlu', 'nih', 'game', 'kadang', 'suka', 'trs', 'pas', 'jalanin', 'quest', 'archon', 'loadingnya', 'gk', 'muncul', 'gtu', 'gambarnya', 'ya', 'gitu', 'segini', 'dlu']",bagus gamenya keren tarik alur cerita karakter kasih bintang dlu nih game kadang suka trs pas jalanin quest archon loadingnya gk muncul gtu gambar ya gitu gin dlu
"TCG terlalu membosankan karena lawan terlalu kuat karena bisa terus menyerang dan selalu mendapatkan kartu bagus, sedangkan kami selalu mendapatkan dadu jelek yang tidak sesuai dan kartu yang tidak diinginkan sehingga tidak mendapatkan giliran samasekali",1,Negatif,tcg terlalu membosankan karena lawan terlalu kuat karena bisa terus menyerang dan selalu mendapatkan kartu bagus sedangkan kami selalu mendapatkan dadu jelek yang tidak sesuai dan kartu yang tidak diinginkan sehingga tidak mendapatkan giliran samasekali,tcg membosankan lawan kuat menyerang kartu bagus dadu jelek sesuai kartu giliran samasekali,"['tcg', 'membosankan', 'lawan', 'kuat', 'menyerang', 'kartu', 'bagus', 'dadu', 'jelek', 'sesuai', 'kartu', 'giliran', 'samasekali']",tcg bosan lawan kuat serang kartu bagus dadu jelek sesuai kartu gilir samasekali
Setelah lama bermain cukup bosan puzzle nya jg agak ribet.. makin lama boss nya makin susah dan item2 langka bintang min 4 jg susah didpt.. muter2 sampai pusing,4,Positif,setelah lama bermain cukup bosan puzzle nya jg agak ribet makin lama boss nya makin susah dan item langka bintang min  jg susah didpt muter sampai pusing,bermain bosan puzzle nya jg ribet boss nya susah item langka bintang min jg susah didpt muter pusing,"['bermain', 'bosan', 'puzzle', 'nya', 'jg', 'ribet', 'boss', 'nya', 'susah', 'item', 'langka', 'bintang', 'min', 'jg', 'susah', 'didpt', 'muter', 'pusing']",main bosan puzzle nya jg ribet boss nya susah item langka bintang min jg susah didpt muter pusing
"Ini baru pertama kalinya aku main game ini grafiknya paling bagus,sempurna,gak ada kekurangan menurut saya karna saya juga baru main sih jadi belum tau ada kekurangan atau gak,intinya menurut saya sih sempurna",5,Positif,ini baru pertama kalinya aku main game ini grafiknya paling bagussempurnagak ada kekurangan menurut saya karna saya juga baru main sih jadi belum tau ada kekurangan atau gakintinya menurut saya sih sempurna,kalinya main game grafiknya bagussempurnagak kekurangan karna main sih tau kekurangan gakintinya sih sempurna,"['kalinya', 'main', 'game', 'grafiknya', 'bagussempurnagak', 'kekurangan', 'karna', 'main', 'sih', 'tau', 'kekurangan', 'gakintinya', 'sih', 'sempurna']",kali main game grafik bagussempurnagak kurang karna main sih tau kurang gakintinya sih sempurna
"Tolong admin di 3.5 koneksinya jadi gak bagus lambat respon padahal biasanya enggak, pin juga sudah bagus tapi kenapa lambat respon, ini sangat menggangu saya waktu bermain, dan sy belum menyelesaikan spiral abbys gara"" Ini, jadi tolong diperbaiki, Terima kasih.",5,Positif,tolong admin di  koneksinya jadi gak bagus lambat respon padahal biasanya enggak pin juga sudah bagus tapi kenapa lambat respon ini sangat menggangu saya waktu bermain dan sy belum menyelesaikan spiral abbys gara ini jadi tolong diperbaiki terima kasih,tolong admin koneksinya gak bagus lambat respon pin bagus lambat respon menggangu bermain sy menyelesaikan spiral abbys gara tolong diperbaiki terima kasih,"['tolong', 'admin', 'koneksinya', 'gak', 'bagus', 'lambat', 'respon', 'pin', 'bagus', 'lambat', 'respon', 'menggangu', 'bermain', 'sy', 'menyelesaikan', 'spiral', 'abbys', 'gara', 'tolong', 'diperbaiki', 'terima', 'kasih']",tolong admin koneksi gak bagus lambat respon pin bagus lambat respon menggangu main sy selesai spiral abbys gara tolong baik terima kasih
"suka banget sama gamenya grafik bagus,Chara nya cantik² sama ganteng²,tapi lain kali kalo update tambahin Chara yg tomboy ya,oh ya lain kali kasih primo itu langsung 100 kek atau 300,500 ok soalnya nguli Primo ga segampang itu udah sekian terima kasih🙏",5,Positif,suka banget sama gamenya grafik baguschara nya cantik sama gantengtapi lain kali kalo update tambahin chara yg tomboy yaoh ya lain kali kasih primo itu langsung  kek atau  ok soalnya nguli primo ga segampang itu udah sekian terima kasih,suka banget gamenya grafik baguschara nya cantik gantengtapi kali kalo update tambahin chara yg tomboy yaoh ya kali kasih primo langsung kek ok nguli primo ga segampang udah sekian terima kasih,"['suka', 'banget', 'gamenya', 'grafik', 'baguschara', 'nya', 'cantik', 'gantengtapi', 'kali', 'kalo', 'update', 'tambahin', 'chara', 'yg', 'tomboy', 'yaoh', 'ya', 'kali', 'kasih', 'primo', 'langsung', 'kek', 'ok', 'nguli', 'primo', 'ga', 'segampang', 'udah', 'sekian', 'terima', 'kasih']",suka banget gamenya grafik baguschara nya cantik gantengtapi kali kalo update tambahin chara yg tomboy yaoh ya kali kasih primo langsung kek ok nguli primo ga gampang udah sekian terima kasih
"Saya suka dengan game ini. Saran saya: tolong ketika saya pindah ke server lainya, saya tidak ulang dari awal lagi, karena sangat memakan waktu jika ingin lebih baik dari server yang sebelumnya. Itu saja saran dari saya, Terima kasih",5,Positif,saya suka dengan game ini saran saya tolong ketika saya pindah ke server lainya saya tidak ulang dari awal lagi karena sangat memakan waktu jika ingin lebih baik dari server yang sebelumnya itu saja saran dari saya terima kasih,suka game saran tolong pindah server lainya ulang memakan server saran terima kasih,"['suka', 'game', 'saran', 'tolong', 'pindah', 'server', 'lainya', 'ulang', 'memakan', 'server', 'saran', 'terima', 'kasih']",suka game saran tolong pindah server lai ulang makan server saran terima kasih
"Aku suka hu Tao, pahanya mulus, wajahnya imut ceria, apalagi yang kurang coba 😋, btw quest nya seru bgt gaes, rekomendasi download pokoknya yang ram nya minimal 4 dan Rom nya 64 ke atas pasti no lag dan juga pasti asik maennya. Download buruan jangan baca komentar doang kerjaan lu, gw tau lu pada yang baca orang mager 😌",5,Positif,aku suka hu tao pahanya mulus wajahnya imut ceria apalagi yang kurang coba  btw quest nya seru bgt gaes rekomendasi download pokoknya yang ram nya minimal  dan rom nya  ke atas pasti no lag dan juga pasti asik maennya download buruan jangan baca komentar doang kerjaan lu gw tau lu pada yang baca orang mager ,suka hu tao pahanya mulus wajahnya imut ceria coba btw quest nya seru bgt gaes rekomendasi download pokoknya ram nya minimal rom nya no lag asik maennya download buruan baca komentar doang kerjaan lu gw tau lu baca orang mager,"['suka', 'hu', 'tao', 'pahanya', 'mulus', 'wajahnya', 'imut', 'ceria', 'coba', 'btw', 'quest', 'nya', 'seru', 'bgt', 'gaes', 'rekomendasi', 'download', 'pokoknya', 'ram', 'nya', 'minimal', 'rom', 'nya', 'no', 'lag', 'asik', 'maennya', 'download', 'buruan', 'baca', 'komentar', 'doang', 'kerjaan', 'lu', 'gw', 'tau', 'lu', 'baca', 'orang', 'mager']",suka hu tao paha mulus wajah imut ceria coba btw quest nya seru bgt gaes rekomendasi download pokok ram nya minimal rom nya no lag asik maennya download buru baca komentar doang kerja lu gw tau lu baca orang mager
Saya harap genshin impact versi android bisa support gamepad seperti versi ios karena akan membuat pengalaman bermain jadi lebih menyenangkan,5,Positif,saya harap genshin impact versi android bisa support gamepad seperti versi ios karena akan membuat pengalaman bermain jadi lebih menyenangkan,harap genshin impact versi android support gamepad versi ios pengalaman bermain menyenangkan,"['harap', 'genshin', 'impact', 'versi', 'android', 'support', 'gamepad', 'versi', 'ios', 'pengalaman', 'bermain', 'menyenangkan']",harap genshin impact versi android support gamepad versi ios alam main senang
"Gamenya berat terus Gamplaynya terlalu membosankan, hanya bisa buka kotak untuk menaikan level, sedangkan ingin bermain domain hanya bisa beberapa kali saja sampai energi habis",2,Negatif,gamenya berat terus gamplaynya terlalu membosankan hanya bisa buka kotak untuk menaikan level sedangkan ingin bermain domain hanya bisa beberapa kali saja sampai energi habis,gamenya berat gamplaynya membosankan buka kotak menaikan level bermain domain kali energi habis,"['gamenya', 'berat', 'gamplaynya', 'membosankan', 'buka', 'kotak', 'menaikan', 'level', 'bermain', 'domain', 'kali', 'energi', 'habis']",gamenya berat gamplaynya bosan buka kotak naik level main domain kali energi habis
